Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S2.16 Removal of Submandibular Salivary gland,-,S2.16A,Removal of Ranula,"Clinical notes and Clinical photograph, MLC/FIR for traumatic injuries and circumstances of the incident which led to rupture of salivary duct","Histopathology report, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",36300
,S2.17 Neck dissection,-,S2.17.1A,Selective Benign neck tumour excision,"Indication for surgery with supporting investigation reports (X-ray/ CT/MRI), FNAC / Biospy in case of tumours, Clinical Photograph","Histopathology report, Post procedure Imaging, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",28200
,S2.17 Neck dissection,-,S2.17.2A,Comprehensive Benign neck tumour excision,"Indication for surgery with supporting investigation reports (X-ray/ CT/MRI), FNAC / Biospy in case of tumours, Clinical Photograph","Histopathology report, Post procedure Imaging, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",28200
,S2.17 Neck dissection,-,S2.17.3A,Selective Pharyngeal diverticulum excision,"Indication for surgery with supporting investigation reports (X-ray/ CT/MRI), FNAC / Biospy in case of tumours, Clinical Photograph","Histopathology report, Post procedure Imaging, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",28200
,S2.17 Neck dissection,-,S2.17.4A,Comprehensive Pharyngeal diverticulum excision,"Indication for surgery with supporting investigation reports (X-ray/ CT/MRI), FNAC / Biospy in case of tumours, Clinical Photograph","Histopathology report, Post procedure Imaging, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",28200
,S2.18 Deep neck abscess drainage/ Post trauma neck exploration,-,S2.18.1A,Deep neck abscess drainage,"Clinical notes and clinical photgraph/ investigation supporting diagnosis, CT","C/S of pus, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",21000
,S2.18 Deep neck abscess drainage/ Post trauma neck exploration,-,S2.18.2A,Post trauma neck exploration,"Clinical notes and clinical photgraph/ investigation supporting diagnosis, CT","C/S of pus, post procedure clinical photograph of affected part, detailed Procedure / Operative Notes; detailed discharge summary",25200
,S2.19 Anterior skull base surgery,-,S2.19.1A,Orbital decompression,Clinical notes with planned line of treatment detailing aetiology; MLC/ FIR if traumatic. CT to confirm need of surgery,"Procedure / Operative Notes,Post Procedure Photograph of affected part",38300
,S2.19 Anterior skull base surgery,-,S2.19.2A,Maxillary swing,Clinical notes with planned line of treatment detailing aetiology; MLC/ FIR if traumatic. CT to confirm need of surgery,"Procedure / Operative Notes,Post Procedure Photograph of affected part",38300
,S2.2 THROAT,31.98.1,S2.2.1,Microlaryngeal Surgery,"DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI, Nasal endoscopy",DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI,21300
,S2.2 THROAT,30.22,S2.2.2,Phono Surgery For Vocal Cord Paralysis,"CT Scan Neck Includes Chest And Larynx/ Dynamic MRI/Functional MRI, DNL(Direct Nasal Laryngoscopy)/ DNE -Including Biopsy Under GI, DNL(Direct Nasal Laryngoscopy)/ DNE -Including Biopsy Under GI, Nasal Endoscopy . WEBEX","DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI, WEBEX",26000
,S2.2 THROAT,31.62,S2.2.3,Laryngo Fissurectomy,"CT Scan Neck Includes Chest And Larynx, DNL(Direct Nasal Laryngoscopy) / DNE -Including Biopsy Under GI",DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI,25000
,S2.2 THROAT,29.39.1,S2.2.4,Exision of Tumors In Pharynx,"Laryngoscopy, CT of Nose \ Nasopharynx, WEBEX","Routine Histopathological Examination, Scar Photo",25000
,S2.2 THROAT,29.39.2,S2.2.5,Exision of Parapharyngeal Tumour,"Laryngoscopy, CT of Nose \ Nasopharynx, WEBEX","DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI,Routine Histopathological Examination",30000
,S2.2 THROAT,28.6.1,S2.2.6,Adenoidectomy - Gromet Insertion,"Pure tone audiometry, Impedances audiometry, OTO endoscopy/ OTO Endoscopy Photos","Pure tone audio metry, impedances audiometry, Post OP Grommet in Positoin Photo",11800
,S2.2 THROAT,27.7,S2.2.7,Uvulo Palato - Pharyngoplasty,"Poly Somnograph, DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI",DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI,25200
,S2.20 Advanced anterior skull base surgery,-,S2.20.1A,Endoscopic Hypophysectomy,Clinical notes with planned line of treatment and Coronal CT/MRI establishing diagnosis and establishing need of surgery,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",59700
,S2.20 Advanced anterior skull base surgery,-,S2.20.2A,Clival tumour excision,Clinical notes with planned line of treatment and Coronal CT/MRI establishing diagnosis and establishing need of surgery,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",59700
,S2.21 Lateral skull base procedures,-,S2.21.1A,Subtotal petrosectomy,Clinical notes with planned line of treatment and CT/MRI/ biopsy to establish the indication and justify the surgery.,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",37100
,S2.21 Lateral skull base procedures,-,S2.21.2A,CSF Otorrhoea repair,Clinical notes with planned line of treatment and CT/MRI/ biopsy to establish the indication and justify the surgery.,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",37100
,S2.23 Advanced lateral skull base surgery,-,S2.23.1A,Fisch approach,Clinical notes with planned line of treatment and Audiogram report justfying surgery +/- CT- TEMPORAL BONE of affected side /X-RAY BOTH MASTOIDS,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",59900
,S2.23 Advanced lateral skull base surgery,-,S2.23.2A,Translabyrinthine approach,Clinical notes with planned line of treatment and Audiogram report justfying surgery +/- CT- TEMPORAL BONE of affected side /X-RAY BOTH MASTOIDS,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",59900
,S2.23 Advanced lateral skull base surgery,-,S2.23.3A,Transcochlear approach,Clinical notes with planned line of treatment and Audiogram report justfying surgery +/- CT- TEMPORAL BONE of affected side /X-RAY BOTH MASTOIDS,"Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",59900
,S2.24 Closed reduction / intermaxillary fixation for fracture of maxilla / mandible / zygoma,-,S2.24A,Closed reduction and Intermaxillary fixation for fracture of mandible,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",18500
,S2.25 Clinic based therapeutic interventions of ENT,-,S2.25.1A,Turbinate reduction,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",1500
,S2.25 Clinic based therapeutic interventions of ENT,-,S2.25.2A,Biopsy,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",1200
,S2.25 Clinic based therapeutic interventions of ENT,-,S2.25.3A,Intratympanic injections,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",1500
,S2.25 Clinic based therapeutic interventions of ENT,-,S2.25.4A,Wide bore aspiration,"Clinical notes with planned line of treatment and EXAMINATION FINDINGS, nasoendoscopy findings","Procedure / Operative Notes,Post Procedure Photograph of affected part, Histopathology report",1500
,S2.25 Clinic based therapeutic interventions of ENT,-,S2.25.5A,Biopsy,Dental IOPA-Xray / OPG (Orthopantomogram) Xray/CBCT/CT showing impacted tooth Clinical Photograph,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",2200
,S2.3 NOSE,22.5,S2.3.1,Endoscopic Sinus Surgery,"CT Scan Of Nasal Sinus,CT PNS Without Contrast, Nasal endoscopy","X-Ray PNS, WEBEX, Nasal endoscopy",18300
,S2.3 NOSE,20.4,S2.3.2,Mastoidectomy,"Pure Tone Audiometry, Impedances Audiometry(With Stepedeal Reflex) , X-Ray Of Both Mastoids, OTO endoscopy/ OTO Endoscopy Photos","Pure Tone Audiometry, Impedances Audiometry(With Stepedeal Reflex) , X-Ray Of Both Mastoids After 6 Weeks, Scar Photo.",25000
,S2.3 NOSE,19.5,S2.3.3,Tympanoplasty,"Pure Tone Audiometry, Impedances Audiometry(With Stepedeal Reflex) , X-Ray Of Both Mastoids, OTO endoscopy/ OTO Endoscopy Photos","Pure Tone Audiometry, Scar and Graft Photos",19200
,S2.3 NOSE,19.11,S2.3.4,Stapedectomy - Veingraft,"Impedances Audiometry(With Stepedeal Reflex), Pure Tone Audiometry, OTO endoscopy/ OTO Endoscopy Photos","Pure Tone Audiometry After 3 Weeks, Clinical Photo With Piston + Vein Graft",21600
,S2.3 NOSE,21.3,S2.3.5,Excision of Benign tumours of Nose,"CT of Nose \ Nasopharynx, CT PNS With Contrast9,DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI , Nasal Endoscopy","Routine Histopathological Examination, DNE Photo , WEBEX",25000
,S2.3 NOSE,21.32,S2.3.6,Surgery for Angiofibroma,"CT of Nose \ Nasopharynx, CT PNS With Contrast9,DNL(Direct Nasal Laryngoscopy) \ DNE -Including Biopsy Under GI","CT of Nose \ Nasopharynx, CT PNS With Contrast9,Routine Histopathological Examination , WEBEX",50000
,S2.3 NOSE,09.53,S2.3.7,Endoscopic Surgery for Dacrocystitis,"NLD probing(single eye),Dacryocystography","NLD probing(single eye), Endoscopic Photograph, DNE Photo",17000
,S2.4 FOREIGN BODY REMOVAL (BRONCHUS-OESOPHAGUS),98.02,S2.4.1,Bronchoscopy Foreign Body Removal from Oesophagus/Bronchous(98.15.2),"X-ray chest, Clinical Photograph","Routine Histopathological Examination, Clinical Photograph, WEBEX",10500
,S2.5 Myringotomy with or without Grommet,-,S2.5.1A,Unilateral,Clinical notes and Audiogram justifying surgery.,"Photograph of patient while undergoing the procedure, detailed Procedure / Operative Notes, detailed discharge summary",9500
,S2.5 Myringotomy with or without Grommet,-,S2.5.2A,Bilateral,Clinical notes and Audiogram justifying surgery.,"Photograph of patient while undergoing the procedure, detailed Procedure / Operative Notes, detailed discharge summary",18000
,S2.6 Epistaxis treatment - packing,-,S2.6A,Epistaxis treatment - packing,Clinical notes with planned line of treatment,"Clinical photograph, Detailed Discharge Summary",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,S2.7 Functional septo rhinoplasty,-,S2.7A,Functional septo rhinoplasty,"Clinical notes Indication for this surgery with supporting medical records, X-ray, MLC/FIR for traumatic injuries and circumstances of the incident which led to disfigurement, Clinical picture",Post procedure clinical photograph of affected part; Detailed Procedure / Operative Notes; Detailed discharge summary,28400
,S2.8 Septoplasty,-,S2.8A,Septoplasty,"Indication for this surgery with supporting medical records, MLC/FIR for traumatic injuries, Endoscopic picture/ Clinical picture","Post procedure clinical photograph of affected part, Detailed Procedure / Operative Notes. Detailed discharge summary",17400
,S2.9 Fracture - setting nasal bone,-,S2.9A,Fracture - setting nasal bone,"MLC/FIR for traumatic injuries and circumstances of the incident which led to fracture, X Ray/CT","Post procedure X-ray, Post procedure clinical photograph of affected part, detailed Procedure / Operative Notes. Detailed discharge summary",10800
,S3.10 Dacryocystorhinostomy,-,S3.10.1A,Canaliculo Dacryocystorhinostomy with Silicon Tube / Stent,"Dye disappearance test , Tear meniscus height measurement, Probing and irrigation","Still image of the the procedure with pt. ID and date, operative notes",15000
,S3.10 Dacryocystorhinostomy,-,S3.10.2A,Canaliculo Dacryocystorhinostomy without Silicon Tube / Stent,"Dye disappearance test , Tear meniscus height measurement, Probing and irrigation","Still image of the the procedure with pt. ID and date, operative notes",12000
,S3.10 Dacryocystorhinostomy,-,S3.10.3A,Dacryocystorhinostomy without Silicon Tube / Stent,Clinical notes and establishing lacrimal cancer with Evidence of biopsy. Pre-op clinical photograph.,"Still image of the the procedure with pt. ID and date,operative notes. Detailed discharge summary Invoice of implants",12000
,S3.11 Corneal Grafting,-,S3.11.1A,Corneal Graft - Follow Up,clinical notes,Still image of the patient undergoing the procedure with date stamp,2000
,S3.11 Corneal Grafting,-,S3.11.2A,Lamellar Keratoplasty,"Clinical notes detailing Indication for corneal grafting and supporting investigation, Clinical Photograph; details of donor cornea, stated plan for lab investigation of host tissue (HPE/ Microbiology/other)","Still image of the the procedure with pt. ID and date,operative notes. Detailed discharge summary",20700
,S3.12 Corneal Collagen Crosslinking,-,S3.12A,Corneal Collagen Crosslinking,PENTACAM PROGRESSION MAPS 3 to 6 months apart,Still image of the patient undergoing the procedure with date stamp,21000
,S3.13 Pterygium + Conjunctival Autograft,-,S3.13A,Pterygium + Conjunctival Autograft,"Clinical notes and Retinoscopy, Corneal topography (not mandatory), keratometry, Clinical Photograph","Still image of the the procedure with pt. ID and date, detailed discharge summary, detailed operative notes.",14000
,S3.14 Scleral Buckle Removal,-,S3.14A,Scleral Buckle Removal,"Clinical notes with, Indication for removal, stated plan for lab investigation of host tissue (Microbiology)","Still image of the the procedure with pt. ID and date, operative notes. Detailed discharge summary, microbiological report",8300
,S3.15 Limbal Dermoid Removal,-,S3.15A,Limbal Dermoid Removal,Clinical notes and Indication for Limbal Dermoid Removal like increase in dermoid size/ increasing astigmatism/visual deterioration/central opacification of the cornea) Clinical Photograph,"Still image of the the procedure with pt. ID and date, Detailed discharge summary, detailed operative notes.",6000
,S3.16 Cataract surgery,-,S3.16.1A,Phaco emulsification with foldable hydrophobic acrylic IOL,"Clinical notes detailing visual impairment (Best corrected visual acquity- BCVA) of cataract and , Ocular Biometry (A scan and ketometry) and Clinical photo of affected part","Detailed discharge summary, operative notes. Barcode of IOL used. Still image of the the procedure with pt. ID and date",8700
,S3.16 Cataract surgery,-,S3.16.2A,SICS with non-foldable IOL,"Clinical notes detailing visual impairment (Best corrected visual acquity- BCVA) of cataract and , Ocular Biometry (A scan and ketometry) and Clinical photo of affected part","Detailed discharge summary, operative notes. Barcode of IOL used. Still image of the the procedure with pt. ID and date",6000
,S3.17 Capsulotomy (YAG),-,S3.17A,Capsulotomy (YAG),Clinical notes detailing when was cataract surgery was done and notes mentioning indication for this procedure with vision and fundus. Clinical photo of patient before procedure,"procedure notes, Detailed discharge summary, Still image of the the procedure with pt. ID and date",2300
,S3.18 SFIOL (inclusive of Vitrectomy),-,S3.18A,SFIOL (inclusive of Vitrectomy),"Clinical notes with planned line of treatment, Pre operative Clinical Photograph of affected part","Still image of the patient undergoing the procedure with date stamp operative notes. Detailed discharge summary, Barcode of SFIOL.",22500
,S3.19 Secondary IOL / IOL Exchange / Explant,-,S3.19A,Secondary IOL / IOL Exchange / Explant,"Clinical notes, pre operative documentation of indication for intervention and Clinical Photograph of affected part","Still image of the patient undergoing the procedure with date stamp, operative notes. Detailed discharge summary; Barcode of IOL",10800
,S3.2 CORNEA and SCLERA,11.64,S3.2.1,Therapeutic Penetrating Keratoplasty,B-Scan,Swab Culture and Sensitivity,32000
,S3.2 CORNEA and SCLERA,11.61,S3.2.2,Lamellar Keratoplasty,B-Scan,Case Sheet with operation Notes,25000
,S3.2 CORNEA and SCLERA,11.6,S3.2.3,Corneal Patch Graft,Clinical Photograph,Clinical Photograph,17410
,S3.2 CORNEA and SCLERA,12.87.1,S3.2.4,Scleral Patch Graft,Case sheet with clinical History,Clinical Photograph,19130
