source_page,extracted_table_index,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST Kanpur and Gwalior,Non- NABH/Non- NABL Rates,NABH/NA BL Rates
34,1,1472,Immunoglobulin A(IgA),250.00,288.00
34,1,1473,Antinuclear antibody (ANA),200.00,230.00
34,1,1474,Anti-double stranded DNA (anti-dsDNA),350.00,403.00
34,1,1475,Serum glutamic pyruvic transaminase (SGPT) / Alanine Aminotransferase (ALT),55.00,63.00
34,1,1476,Serum Glutamic oxaloacetic transaminase (SGOT) / Aspartate Aminotransferase (AST),55.00,63.00
34,1,1477,Serum amylase,117.00,135.00
34,1,1478,Serum Lipase,130.00,150.00
34,1,1479,Serum Lactate,72.00,83.00
34,1,1480,Serum Magnesium,100.00,115.00
35,1,1481,Serum Sodium,50.00,58.00
35,1,1482,Serum Potassium,50.00,58.00
35,1,1483,Serum Ammonia,100.00,115.00
35,1,1484,Anemia Profile,204.00,235.00
35,1,1485,Serum Testosterone,150.00,173.00
35,1,1486,Imprint Smear From Endoscopy,240.00,276.00
35,1,1487,Triglycerides,75.00,86.00
35,1,1488,Glucose Tolerance Test (GTT),90.00,104.00
35,1,1489,Triple Marker.,800.00,920.00
35,1,1490,Creatine Phosphokinase (CPK)/Creatine Kinase (CK),100.00,115.00
35,1,1491,Foetal Haemoglobin (HbF),77.00,89.00
35,1,1492,Prothrombin Time (PT),110.00,127.00
35,1,1493,Lactate dehydrogenase (LDH),100.00,115.00
35,1,1494,Alkaline Phosphatase,60.00,69.00
35,1,1495,Acid Phosphatase,78.00,90.00
35,1,1496,CPK MB/CK MB,190.00,219.00
35,1,1497,CK MB Mass/CPK MB Mass,140.00,161.00
35,1,1498,Troponin I,100.00,115.00
35,1,1499,Troponin T,540.00,621.00
35,1,1500,Glucose-6-Phosphate Dehydrogenase (G6PD),100.00,115.00
35,1,1501,Lithium.,130.00,150.00
35,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST KANPUR AND GWALIOR,Non- NABH/Non- NABL Rates,
35,1,1502,Dilantin (phenytoin).,400.00,460.00
35,1,1503,Carbamazepine.,400.00,460.00
35,1,1504,Valproic acid.,300.00,345.00
35,1,1505,Ferritin (Select CGHS rate code 1517 for approved rate),250.00,288.00
35,1,1506,Blood gas analysis / Arterial Blood Gas (ABG),120.00,138.00
35,1,1507,Blood gas analysis / Arterial Blood Gas (ABG) with electrolytes,414.00,476.00
35,1,1508,Urine pregnancy test,65.00,75.00
35,1,1509,Tests for Antiphospholipid antibodies syndrome.,280.00,322.00
35,1,1510,Glycosylated Haemoglobin (HbA1c),130.00,150.00
35,1,1511,Haemoglobin Electrophoresis/ Hb HPLC (Select CGHS rate code 1417 for approved rate),100.00,115.00
35,1,1512,Kidney Function Test (KFT),225.00,259.00
35,1,1513,Liver Function Test (LFT),225.00,259.00
35,1,1514,"Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides)",200.00,230.00
35,1,,Nutritional Markers,,
35,1,1515,Serum Iron,90.00,104.00
35,1,1516,Total Iron Binding Capacity (Select CGHS rate code 1464 for approved rate),90.00,104.00
35,1,1517,Serum Ferritin,100.00,115.00
35,1,1518,Vitamin B12 assay.,250.00,288.00
35,1,1519,Folic Acid assay.,300.00,345.00
35,1,1520,"Extended Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides Apo A1,Apo B,Lp (a) )",595.00,684.00
35,1,1521,Apolipoprotein A1 (ApoA1),200.00,230.00
35,1,1522,Apolipoprotein B (Apo B),199.00,229.00
36,1,1523,Lipoprotein A / Lp A,445.00,512.00
36,1,1524,"CD 3,4 and 8 counts",170.00,196.00
36,1,1525,"CD 3,4 and 8 percentage",170.00,196.00
36,1,1526,Low density lipoprotein (LDL),62.00,71.00
36,1,1527,Homocysteine.,400.00,460.00
36,1,1528,Haemoglobin (Hb) Electrophoresis/ (Select CGHS rate code 1417 for approved rate),440.00,506.00
36,1,1529,Serum Electrophoresis.,220.00,253.00
36,1,1530,Fibrinogen.,165.00,190.00
36,1,1531,Chloride.,60.00,69.00
36,1,1532,Magnesium.,135.00,155.00
36,1,1533,Gamma-Glutamyl Transpeptidase (GGTP),90.00,104.00
36,1,1534,Lipase.,239.00,275.00
36,1,1535,Fructosamine.,200.00,230.00
36,1,1536,Beta 2 microglobulin (B2M) /β2 microglobulin,90.00,104.00
36,1,1537,Catecholamines.,"1,050.00","1,208.00"
36,1,1538,Creatinine clearance.,120.00,138.00
36,1,,NAME OF INVESTIGATION / TUMOUR MARKERS,,
36,1,1539,Prostate Specific antigen (PSA)- Total.,312.00,359.00
36,1,1540,Prostate-specific antigen (PSA) - Free.,375.00,431.00
36,1,1541,Alpha Fetoprotein (AFP),300.00,345.00
36,1,1542,Human chorionic gonadotropin (HCG),289.00,332.00
36,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,
36,1,1543,Cancer Antigen 125 (CA 125),391.00,450.00
36,1,1544,Cancer Antigen 19.9 (CA 19.9),616.00,708.00
36,1,1545,Cancer Antigen 15.3 (CA 15.3),560.00,644.00
36,1,1546,Vanillylmandelic Acid (VMA),350.00,403.00
36,1,1547,Calcitonin,500.00,575.00
36,1,1548,Carcinoembryonic Antigen (CEA),340.00,391.00
36,1,,OTHERS,,
36,1,1549,Immunofluorescence,150.00,173.00
36,1,1550,Direct(Skin and kidney Disease),425.00,489.00
36,1,1551,Indirect (antids DNA Anti Smith ANCA),425.00,489.00
36,1,1552,Calcidiol / 25-hydroxycholecalciferol / Vitamin D3 assay (Vit D3),550.00,633.00
36,1,1553,Serum Protein electrophoresis with immunofixation electrophoresis (IFE),270.00,311.00
36,1,1554,BETA-2 Microglobulin assay (Select CGHS rate code 1536 for approved rate),100.00,115.00
36,1,1555,Anti-Cyclic Citrullinated Peptide (Anti CCP),450.00,518.00
36,1,1556,Anti-tissue Transglutaminase antibody (Anti TTG Antibody),425.00,489.00
36,1,,HORMONES,,
36,1,1557,Serum Erythropoetin,425.00,489.00
36,1,1558,Adrenocorticotropic Hormone (ACTH),500.00,575.00
36,1,1559,"T3, T4, TSH",200.00,230.00
36,1,1560,Triiodothyronine- T3,64.00,74.00
36,1,1561,Tetraiodothyronine T4,64.00,74.00
36,1,1562,Thyroid stimulating hormone (TSH),90.00,104.00
37,1,1563,Luteinizing hormone (LH),150.00,173.00
37,1,1564,Follicle stimulating hormone (FSH),150.00,173.00
37,1,1565,Prolactin,150.00,173.00
37,1,1566,Cortisol,250.00,288.00
37,1,1567,PTH(Paratharmone),500.00,575.00
37,1,1568,C-Peptide (C Peptide / Connecting Peptide),330.00,380.00
37,1,1569,Insulin.,150.00,173.00
37,1,1570,Progesterone.,225.00,259.00
37,1,1571,17 Hydroxyprogesterone (17 OH Progesterone),440.00,506.00
37,1,1572,Dehydroepiandrosterone sulfate (DHEAS),440.00,506.00
37,1,1573,Androstenedione,600.00,690.00
37,1,1574,Growth Hormone.,340.00,391.00
37,1,,LABORATORY/ MEDICINE/CLINICAL PATHOLOGY,,
37,1,1575,Thyroid peroxidase antibody (TPO),300.00,345.00
37,1,1576,Throglobulin.,300.00,345.00
37,1,1577,Hydatic Serology.,318.00,366.00
37,1,1578,Anti Sperm Antibodies.,380.00,437.00
37,1,1579,Hepatitis B Virus (HBV) DNA Qualitative,"2,000.00","2,300.00"
37,1,1580,Hepatitis B Virus (HBV) DNA Quantitative.,"1,500.00","1,725.00"
37,1,1581,Hepatitis C Virus (HCV) RNA Qualitative.,"1,691.00","1,945.00"
37,1,1582,Human papillomaviruse (HPV) Serology,218.00,251.00
37,1,1583,Rota Virus serology,130.00,150.00
37,1,1584,PCR for Tuberculosis (TB),900.00,"1,035.00"
37,1,1585,PCR for Human immunodeficiency virus (HIV),600.00,690.00
37,1,1586,Chlamydae antigen,850.00,978.00
37,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST KANPUR AND GWALIOR,Non- NABH/Non- NABL Rates,
37,1,1587,Chlamydae antibody,238.00,274.00
37,1,1588,Brucella serology,230.00,265.00
37,1,1589,Influenza A serology,943.00,"1,084.00"
37,1,,"USG, X-RAY , CT, MRI, BONE DENSITOMETRY",,
37,1,1590,USG for Obstetrics - Anomalies scan,1700.00,2000.00
37,1,1591,USG Whole Abdomen/KUB Including post - void residual (PVR),680.00,800.00
37,1,1592,"Palvis USG (Gynae, Infertility, Prostate with post - void residual (PVR) etc.",425.00,500.00
37,1,1593,"Small parts USG ( scrotum, thyroid , parathyroid etc)",349.00,401.00
37,1,1594,Neonatal head (Tranfontanellar),425.00,489.00
37,1,1595,Neonatal spine,500.00,575.00
37,1,1596,Contrast enhanced USG,900.00,"1,035.00"
37,1,1597,USG Breast,680.00,800.00
37,1,1598,USG Hysterosalpingography (HSG),2040.00,2400.00
37,1,1599,Carotid Doppler,850.00,978.00
37,1,1600,Arterial Colour Doppler,706.00,812.00
37,1,1601,Venous Colour Doppler,706.00,812.00
37,1,1602,"Colour Doppler, renal arteries/any other organ",800.00,920.00
37,1,1603,USG guided intervention- FNAC,1530.00,1800.00
37,1,1604,USG guided intervention - biopsy,720.00,828.00
37,1,1605,USG guided intervention - nephrostomy,800.00,920.00
37,1,,X-Ray,,
38,1,1606,Abdomen AP Supine or Erect (One film),215.00,250.00
38,1,1607,Abdomen Lateral view (one film),128.00,147.00
38,1,1608,X Ray Chest PA/AP/oblique view (one Film),195.00,230.00
38,1,1609,Chest Lateral (one film),195.00,230.00
38,1,1610,"Mastoids: Towne view, oblique views (3 films)",230.00,265.00
38,1,1611,"Extremities, bones & Joints AP & Lateral views (Two films)",255.00,293.00
38,1,1612,Pelvis AP (one film),110.00,127.00
38,1,1613,Temporomandibular (TM) Joints (one film),110.00,127.00
38,1,1614,Abdomen & Pelvis for KUB,128.00,147.00
38,1,1615,Skull AP & Lateral (2 films),255.00,293.00
38,1,1616,Spine AP & Lateral (2 films),250.00,288.00
38,1,1617,PNS view (1 film),110.00,127.00
38,1,,X-ray CONTRAST STUDIES,,
38,1,1618,Barium Swallow,510.00,587.00
38,1,1619,Barium Upper GI study,720.00,828.00
38,1,1620,Barium Upper GI study (Double contrast),842.00,968.00
38,1,1621,Barium Meal follow through,935.00,"1,075.00"
38,1,1622,Barium Enema (Single contrast/double contrast),850.00,978.00
38,1,1623,Small bowel enteroclysis,"1,020.00","1,173.00"
38,1,1624,ERCP (Endoscopic Retrograde Cholangio – Pancreatography),"2,500.00","2,875.00"
38,1,1625,General:Fistulography / Sinography/Sialography /Dacrocystography/ T-Tube cholangiogram /Nephrostogram,638.00,734.00
38,1,1626,Percutaneous transhepatic cholangiography (PTC),"1,296.00","1,490.00"
38,1,1627,Intravenous Pyelography (IVP),"1,400.00","1,650.00"
38,1,1628,Micturating Cystourethrography (MCU),950.00,1120.00
38,1,1629,Retrograde Urethrography (RGU),950.00,1120.00
38,1,1630,Contrast Hystero-Salpingography (HSG),918.00,"1,056.00"
38,1,1631,X-ray Arthrography,700.00,805.00
38,1,1632,Cephalography,150.00,173.00
38,1,1633,Myelography,"2,750.00","3,163.00"
38,1,1634,Diagnostic Digital Subtraction Angiography (DSA),"1,749.00","2,011.00"
38,1,,MAMMOGRAPHY,,
38,1,1635,X-ray Mammography,1170.00,1375.00
38,1,1636,MRI Mammography,"2,550.00","2,933.00"
38,1,,Computed Tomography (CT) Scan,,
38,1,1637,CT Scan Head-Without Contrast,880.00,"1,035.00"
38,1,1638,CT Scan Head- with Contrast -With Contrast including CT angiography,"1,350.00","1,553.00"
38,1,1639,CT Scan Chest - without contrast (for lungs),"1,700.00","1,955.00"
38,1,1640,CT Scan Lower Abdomen (incl. Pelvis) With Contrast,"1,700.00","1,955.00"
38,1,1641,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast,"1,500.00","1,725.00"
38,1,1642,CT Scan Whole Abdomen Without Contrast,"2,700.00","3,105.00"
38,1,1643,CT Scan Whole Abdomen With Contrast,"4,050.00","4,658.00"
38,1,1644,Triple Phase CT abdomen,"4,050.00","4,658.00"
38,1,1645,CT Scan angiography abdomen/ Chest,"4,500.00","5,175.00"
38,1,1646,CT Scan Enteroclysis,"5,400.00","6,210.00"
38,1,1647,CT Scan Neck – Without Contrast,"1,500.00","1,725.00"
38,1,1648,CT Scan Neck – With Contrast,"1,870.00","2,151.00"
38,1,1649,CT Scan Orbits - Without Contrast,"1,190.00","1,369.00"
39,1,1650,CT Scan Orbits - With Contrast,"1,615.00","1,857.00"
39,1,1651,CT Scan of Para Nasal Sinuses- Without Contrast,900.00,"1,035.00"
39,1,1652,CT Scan of Para Nasal Sinuses - With Contrast,"1,600.00","1,840.00"
39,1,1653,"CT Scan Spine (Cervical, Dorsal, Lumbar, Sacral)–without Contrast","1,500.00","1,725.00"
39,1,1654,CT Scan Temporal bone – without contrast,893.00,"1,027.00"
39,1,1655,CT Scan- Dental,"1,275.00","1,466.00"
39,1,1656,CT Scan Limbs -Without Contrast,"1,700.00","1,955.00"
39,1,1657,CT Scan Limbs -With Contrast including CT angiography,"2,253.00","2,591.00"
39,1,1658,CT Guided intervention –FNAC,"1,200.00","1,380.00"
39,1,1659,CT Guided Trucut Biopsy,"1,200.00","1,380.00"
39,1,1660,CT Guided intervention -percutaneous catheter drainage/tube placement,"1,305.00","1,501.00"
39,1,,MRI,,
39,1,1661,MRI Head – Without Contrast,"2,125.00","2,500.00"
39,1,1662,MRI Head – With Contrast,"2,848.00","3,275.00"
39,1,1663,MRI Orbits – Without Contrast,"1,445.00","1,700.00"
39,1,1664,MRI Orbits – With Contrast,"2,000.00","2,300.00"
39,1,1665,MRI Nasopharynx and PNS – Without Contrast,"2,450.00","2,818.00"
39,1,1666,MRI Nasopharynx and PNS – With Contrast,"3,500.00","4,025.00"
39,1,1667,MR for Salivary Glands with Sialography,"3,000.00","3,450.00"
39,1,1668,MRI Neck - Without Contrast,"2,700.00","3,105.00"
39,1,1669,MRI Neck- with contrast,"4,500.00","5,175.00"
39,1,1670,MRI Shoulder – Without contrast,"2,000.00","2,300.00"
39,1,1671,MRI Shoulder – With conntrast,"2,600.00","2,990.00"
39,1,1672,MRI shoulder both Joints - Without contrast,"2,700.00","3,105.00"
39,1,1673,MRI Shoulder both joints – With contrast,"4,000.00","4,600.00"
39,1,1674,MRI Wrist Single joint - Without contrast,"2,550.00","3,000.00"
39,1,1675,MRI Wrist Single joint - With contrast,"4,000.00","4,600.00"
39,1,1676,MRI Wrist both joints - Without contrast,"3,400.00","4,000.00"
39,1,1677,MRI Wrist Both joints - With contrast,"5,000.00","5,750.00"
39,1,1678,MRI knee Single joint - Without contrast,"2,550.00","3,000.00"
39,1,1679,MRI knee Single joint - With contrast,"4,500.00","5,175.00"
39,1,1680,MRI knee both joints - Without contrast,"3,400.00","4,000.00"
39,1,1681,MRI knee both joints - With contrast,"5,000.00","5,750.00"
39,1,1682,MRI Ankle Single joint - Without contrast,"2,125.00","2,444.00"
39,1,1683,MRI Ankle single joint - With contrast,"4,250.00","5,000.00"
39,1,1684,MRI Ankle both joints - With contrast,"5,525.00","6,500.00"
39,1,1685,MRI Ankle both joints - Without contrast,"2,250.00","2,588.00"
39,1,1686,MRI Hip - With contrast,"2,500.00","2,875.00"
39,1,1687,MRI Hip – without contrast,"2,125.00","2,444.00"
39,1,1688,MRI Pelvis – Without Contrast,"2,125.00","2,444.00"
39,1,1689,MRI Pelvis – with contrast,"4,500.00","5,175.00"
39,1,1690,MRI Extremities - With contrast,"4,500.00","5,175.00"
39,1,1691,MRI Extremities - Without contrast,"2,125.00","2,444.00"
39,1,1692,MRI Temporomandibular – B/L - With contrast,"4,000.00","4,600.00"
39,1,1693,MRI Temporomandibular – B/L - Without contrast,"2,125.00","2,444.00"
39,1,1694,MR Temporal Bone/ Inner ear with contrast,"4,000.00","4,600.00"
39,1,1695,MR Temporal Bone/ Inner ear without contrast,"2,500.00","2,875.00"
39,1,1696,MRI Abdomen – Without Contrast,"2,125.00","2,444.00"
40,1,1697,MRI Abdomen – With Contrast,"5,000.00","5,750.00"
40,1,1698,MRI Breast - With Contrast,"4,250.00","4,888.00"
40,1,1699,MRI Breast - Without Contrast,"2,125.00","2,444.00"
40,1,1700,MRI Spine Screening - Without Contrast,"1,700.00","2,000.00"
40,1,1701,MRI Chest – Without Contrast,"2,125.00","2,444.00"
40,1,1702,MRI Chest – With Contrast,"4,000.00","4,600.00"
40,1,1703,MRI Cervical/Cervico Dorsal Spine – Without Contrast,"3,400.00","4,000.00"
40,1,1704,MRI Cervical/ Cervico Dorsal Spine – With Contrast,"4,000.00","4,600.00"
40,1,1705,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,"2,125.00","2,444.00"
40,1,1706,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,"4,000.00","4,600.00"
40,1,1707,MRI Lumbar/ Lumbo-Sacral Spine – Without Contrast,"2,125.00","2,444.00"
40,1,1708,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,"4,500.00","5,175.00"
40,1,1709,Whole body MRI (For oncological workup),"5,100.00","5,865.00"
40,1,1710,MR cholecysto-pancreatography.,"5,000.00","5,750.00"
40,1,1711,MRI Angiography - with contrast,"4,500.00","5,175.00"
40,1,1712,MR Enteroclysis,"2,125.00","2,444.00"
40,1,,BONE DENSITOMETRY (DEXA SCAN),,
40,1,1713,Dexa Scan Bone Densitometry - Two sites,"1,350.00","1,553.00"
40,1,1714,"Dexa Scan Bone Densitometry - Three sites (Spine, Hip &extremity)","1,955.00","2,248.00"
40,1,1715,Dexa Scan Bone Densitometry Whole body,"2,205.00","2,536.00"
40,1,,NEUROLOGICAL INVESTIGATIONS AND PROCEDURES,,
40,1,1716,Electroencephalogram (EEG)/ Video EEG,298.00,343.00
40,1,1717,Electromyography (EMG),638.00,734.00
40,1,1718,Nerve Conduction Velocity(NCV) (at least 2 limbs),638.00,734.00
40,1,1719,Repititive nerve stimulation (RNS)-Decremental response (before and after neostigmine),595.00,684.00
40,1,1720,Repetitive nerve stimulation (RNS)-Incremental response,595.00,684.00
40,1,1721,Somatosensory evoked potentials (SSEP),638.00,734.00
40,1,1722,Polysomnography (PSG) / Sleep study,638.00,734.00
40,1,1723,Brachial plexus study,574.00,660.00
40,1,1724,Muscle biopsy,383.00,440.00
40,1,1725,Acetylcholine receptor (AChR) antibody titre,"1,848.00","2,125.00"
40,1,1726,Anti muscle specific receptor tyrosine kinase (Anti MuSK) antibody titre,"2,340.00","2,691.00"
40,1,1727,Serum copper,500.00,575.00
40,1,1728,Serum ceruloplasmin,450.00,518.00
40,1,1729,Urinary copper,500.00,575.00
40,1,1730,Serum homocysteine,450.00,518.00
40,1,1731,Serum valproate level,315.00,362.00
40,1,1732,Serum phenobarbitone level,343.00,394.00
40,1,1733,Coagulation profile,541.00,622.00
40,1,1734,"Protein C, Protein S, Antithrombin–III (Select CGHS rate code 1413 for approved rates)","2,346.00","2,698.00"
40,1,1735,Serum lactate level (Select CGHS rate code 1479 for approved rate),450.00,518.00
40,1,,CSF,,
40,1,1736,"Basic studies including cell count, protein, sugar, gram stain,India Ink preparation and smear for AFP",235.00,270.00
41,1,1737,Special studies,978.00,"1,125.00"
41,1,1738,PCR for tuberculosis/ Herpes simplex,"1,173.00","1,349.00"
41,1,1739,Bacterial culture and sensitivity,196.00,225.00
41,1,1740,Mycobacterial culture and sensitivity,196.00,225.00
41,1,1741,Fungal culture,128.00,147.00
41,1,1742,Malignant cells,64.00,74.00
41,1,1743,Anti measles antibody titre (with serum antibody titre),890.00,"1,024.00"
41,1,1744,Viral culture,255.00,293.00
41,1,1745,"Antibody titre (Herpes simplex, cytomegalo virus, flavivirus, zoster varicella virus)",760.00,874.00
41,1,1746,Oligoclonal band,"1,200.00","1,380.00"
41,1,1747,Myelin Basic protein,"1,871.00","2,152.00"
41,1,1748,Lactate (Select CGHS rate code 1479 for approved rate),298.00,343.00
41,1,1749,Cryptococcal antigen,"1,024.00","1,178.00"
41,1,,TESTS IN GASTRO-ENTEROLOGY,,
41,1,1750,D-xylase test,850.00,978.00
41,1,1751,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase (Select CGHS rate code 1335 for approved rate),850.00,978.00
41,1,1752,Breath tests (select CGHS rate code 1336 for approved rate),"1,275.00","1,466.00"
41,1,1753,H pylori serology for Coeliac disease /Celiac disease,500.00,575.00
41,1,1754,HBV genotyping,"2,500.00","2,875.00"
41,1,1755,HCV genotyping,"4,633.00","5,328.00"
41,1,,TESTS IN ENDOCRINOLOGY ( IN ADDITION TO THOSE INCLUDED UNDER HORMONES),,
41,1,1756,Urinary vanillylmandelic acid (VMA),"1,500.00","1,725.00"
41,1,1757,Urinary metanephrine/Normetanephrine,"1,138.00","1,309.00"
41,1,1758,Urinary free catecholamine,"1,690.00","1,944.00"
41,1,1759,Serum catecholamine,"3,400.00","3,910.00"
41,1,1760,Serum aldosterone,"1,125.00","1,294.00"
41,1,1761,24 Hr urinary aldosterone,920.00,"1,058.00"
41,1,1762,Plasma renin activity,"1,000.00","1,150.00"
41,1,1763,Serum aldosterone/renin ratio,"1,200.00","1,380.00"
41,1,1764,Osmolality urine,128.00,147.00
41,1,1765,Osmolality serum,128.00,147.00
41,1,1766,Urinary sodium,72.00,83.00
41,1,1767,Urinary Chloride,43.00,49.00
41,1,1768,Urinary potassium,80.00,92.00
41,1,1769,Urinary calcium,80.00,92.00
41,1,1770,Thyroid binding globulin,510.00,587.00
41,1,1771,24 hour urinary free cortisole,200.00,230.00
41,1,1772,Islet cell antibody,750.00,863.00
41,1,1773,Glutamic Acid Decarboxylase Autoantibodies test (GAD antibodies),"1,330.00","1,530.00"
41,1,1774,Insulin associated antibody,449.00,516.00
41,1,1775,Insulin-like growth factor-1 (IGF-1),"1,500.00","1,725.00"
41,1,1776,Insulin-like growth factor binding protein 3 (IGF-BP3),"1,650.00","1,898.00"
41,1,1777,Sex hormone binding globulin,"1,333.00","1,533.00"
41,1,1778,USG guided FNAC thyroid gland,387.00,445.00
41,1,1779,Estradiol (E2),208.00,239.00
42,1,1780,Thyroglobulin antibody,587.00,675.00
42,1,ADDED W.E.F. 14.01.2020,,,
42,1,1781,"Kappa Lambda Light Chains, Free, Serum/ Serum free light chains (SFLC)",3500,4025
42,1,1782,Serum IGE Level,300,345
42,1,1783,NT-Pro BNP,1800,2070
42,1,1784,CECT Chest (Including CD),2445 Including CD,2875
42,1,1785,MRI-Prostate (Multi-parametric),6000/- including CD,6900 Including CD
42,1,1786,HCV RNA Quantitative,1500,1725
42,1,1787,Tacrolimus,2300,2645
42,1,1788,"Protein Creatinine Ratio, Urine",120,138
42,1,1789,Fibroscan Liver,1000,1150
42,1,1790,HLA B27 (PCR),500,575
42,1,1791,Mantoux Test,175,200
42,1,1792,Procalcitonin,1800,2070
42,1,1793,TORCH Test,1120,1288
42,1,1794,Intracoronary optical coherence tomography (OCT)/Intravascular optical coherence tomography (IVOCT) intravascular Ventricular Assist System,65000,65000
42,1,1795,Fractional Flow Reserve (FFR) Wire cost (AIIMS Rates,see code 585,see code 585
42,2,1796,Anti –Smooth Muscle Antibody Test (ASMA),1241,1460
42,2,1797,C ANCA-IFA,1275,1500
42,2,1798,P ANCA-IFA,1275,1500
42,2,1799,Angiotensin converting enzyme (ACE),850,1000
42,2,1800,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) -Using New Needle,15614,18370
42,2,1801,Extractable Nuclear Antigens (ENA) - Quantitative,3910,4600
42,2,1802,Chromogranin A,4250,5000
42,2,1803,Faecal calprotectin (fecal calprotectin),2320,2730
42,2,1804,C3-COMPLEMENT,552,650
42,2,1805,C4-COMPLEMENT,552,650
42,2,1806,Genexpert Test,880,1035
42,2,1807,DJ stent removal,7395,8700
42,2,1808,Pulmonary Function Test (PFT) / (Spirometry with DLCO),425,500
42,2,1809,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),12750,15000
42,2,1810,CT Urography,3825,4500
42,2,1811,Video Laryngoscopy,5100,6000
42,2,1812,CT Angio-Neck Vessels,5100,6000
42,2,1813,H1N1 (RT-PCR),921,1084
42,2,1814,Erythropoietin Level (Select CGHS rate code 1557 for approved rate),See code 1557,See code 1557
42,2,1815,Anti HEV IgM,850,1000
42,2,1816,Anti HAV IgM,637,750
42,2,1817,HBsAg Quantitative,552,650
42,2,1818,Typhidot IgM,340,400
43,1,1819,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),408,480
43,1,1820,Anti HBs,552,650
43,2,1821,Free Triiodothyronine (FT3),106,125
43,2,1822,Free Thyroxine (FT4),106,125
43,2,1823,Widal Test,60,70
43,2,1824,Dengue Serology,510,600
43,2,1825,Blood component charges - Whole Blood per Unit,1450,1450
43,2,1826,Blood component charges - Packed Red Cell per Unit,1450,1450
43,2,1827,Blood component charges - Fresh Frozen Plasma,400,400
43,2,1828,Platelet Concentrate- Random Donor Platelet (RDP),400,400
43,2,1829,Blood component charges - Cryoprecipitate,200,200
43,2,1830,Platelet Concentrate – Single Donor Platelet (SDP)- Apheresis per unit,11000,11000
43,2,1831,"CCS Group A Officer of above 40 years of age –Male, Annual Health Check up",2000,2000
43,2,1832,"CCS Group A Officer of above 40 years of age –female, Annual Health Check up",2200,2200
43,2,1833,Interleukin 6 (IL 6),1360,1600
43,2,1834,High resolution computed Tomography (HRCT Chest),1700,2000
43,2,1835,Fluid air exchange,4250 per eye,5000
43,2,1836,C3F8 GAS Injection,4250 per eye,5000
43,2,1837,Diurnal variation of IOP,1275 per eye,1500
43,2,1838,Silicone oil injection,4250 per eye,5000
43,2,1839,Epiretinal Membrane (ERM) Peeling,5950 per eye,7000
43,2,1840,Epiretinal Membrane (ERM) Removal,2550 per eye,3000
43,2,1841,Internal limiting membrane (ILM) peeling,2550 per eye,3000
43,2,1842,Punctoplasty,5525 per eye,6500
43,2,1843,Punctal plug(Collagen/silicone),3400 per eye,4000
43,2,1844,Laser Trabeculoplasty Gonioplasty B/E,13600 both eye,16000 both eye
43,2,1845,Eye laser pulse therapy,2975 per eye,3500
43,2,1846,Glaucoma valve/Glaucoma Ahmed valve,12750,15000
43,2,1847,Malyugin Ring,8500,"10,000"
43,2,1848,Globe exploration (eye surgery),8500,"10,000"
43,2,1849,Scleral Fixation Tissue glue,7140,8400
43,2,1850,Fibro optic Nasal Endoscopy,1955,2300
43,2,1851,Video Stroboscopy,4675,5500
43,2,1852,Video Bronchoscopy with BAL,8500,"10,000"
43,2,1853,Sleep deprived EEG (Rate shall be the same CGHS rate of EEG/Video EEG) Select CGHS rate code 1716,See code 1716,See code 1716
43,2,1854,TAVI/TAVR Implant,1284000,1284000
43,2,1855,Transcatheter Aortic Valve Implantation (TAVI)/Transcatheter Aortic Valve Replacement (TAVR) - Procedure Cost,85000,100000
43,2,1856,IVL (Coronary Intra Vascular Lithotripsy/Shock wave Lithotripsy - including GST,268000,268000
