source_page,extracted_table_index,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL Rates
73,1,1717,Electromyography (EMG),638,734
73,1,1718,Nerve Conduction Velocity (NCV) (at least 2 limbs),638,734
73,1,1719,Repititive nerve stimulation (RNS)-Decremental response (before and after neostigmine),595,684
73,1,1720,Repetitive nerve stimulation (RNS)-Incremental response,595,684
73,1,1721,Somatosensory evoked potentials (SSEP),638,734
73,1,1722,Polysomnography (PSG) / Sleep study,638,734
73,1,1723,Brachial plexus study,638,734
73,1,1724,Muscle biopsy,375,431
73,1,1725,Acetylcholine receptor (AChR) antibody titre,1848,2125
73,1,1726,Anti muscle specific receptor tyrosine kinase (Anti MuSK) antibody titre,2340,2691
73,1,1727,Serum copper,360,414
73,1,1728,Serum ceruloplasmin,250,288
73,1,1729,Urinary copper,405,466
73,1,1730,Serum homocysteine,450,518
73,1,1731,Serum valproate level,315,362
73,1,1732,Serum phenobarbitone level,350,403
73,1,1733,Coagulation profile,245,282
73,1,1734,"Protein C, Protein S, Antithrombin–III (Select CGHS rate code 1413 for approved rates)",See code 1413,See code 1413
74,1,,CEREBROSPINAL FLUID (CSF),,
74,1,1736,"Basic studies including cell count, protein, sugar, gram stain,India Ink preparation and smear for AFP",135,155
74,1,1737,Special studies,1000,1150
74,1,1738,PCR for tuberculosis/ Herpes simplex,1200,1380
74,1,1739,Bacterial culture and sensitivity,125,144
74,1,1740,Mycobacterial culture and sensitivity,125,144
74,1,1741,Fungal culture,128,147
74,1,1742,Malignant cells,64,74
74,1,1743,Anti measles antibody titre (with serum antibody titre),890,1024
74,1,1744,Viral culture,125,144
74,1,1745,"Antibody titre (Herpes simplex, cytomegalo virus, flavivirus, zoster varicella virus)",760,874
74,1,1746,Oligoclonal band,1200,1380
74,1,1747,Myelin Basic protein,200,230
74,1,1748,Lactate (Select CGHS rate code 1479 for approved rate),See code 1479,See code 1479
74,1,1749,Cryptococcal antigen,1138,1309
74,1,,TESTS IN GASTRO-ENTEROLOGY,,
74,1,1750,D xylase test,850,978
74,1,1751,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase (Select CGHS rate code 1335 for approved rate),See code 1335,See code 1335
74,1,1752,Breath tests (select CGHS rate code 1336 for approved rate),See code 1336,See code 1336
74,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,
74,1,1753,H pylori serology for Coeliac disease /Celiac disease,420,483
74,1,1754,HBV genotyping,2500,2875
74,1,1755,HCV genotyping,4230,4865
74,1,,TESTS IN ENDOCRINOLOGY ( IN ADDITION TO THOSE INCLUDED UNDER HORMONES),,
75,1,1756,Urinary vanillylmandelic acid (VMA),765,880
75,1,1757,Urinary metanephrine/Normetanephrine,1138,1309
75,1,1758,Urinary free catecholamine,1690,1944
75,1,1759,Serum catecholamine,3000,3450
75,1,1760,Serum aldosterone,1125,1294
75,1,1761,24 Hr urinary aldosterone,920,1058
75,1,1762,Plasma renin activity,1000,1150
75,1,1763,Serum aldosterone/renin ratio,1200,1380
75,1,1764,Osmolality urine,128,147
75,1,1765,Osmolality serum,128,147
75,1,1766,Urinary sodium,80,92
75,1,1767,Urinary Chloride,43,49
75,1,1768,Urinary potassium,80,92
75,1,1769,Urinary calcium,55,63
75,1,1770,Thyroid binding globulin,510,587
75,1,1771,24 hour urinary free cortisole,200,230
75,1,1772,Islet cell antibody,750,863
75,1,1773,Glutamic Acid Decarboxylase Autoantibodies test (GAD antibodies),1330,1530
75,1,1774,Insulin associated antibody,449,516
75,1,1775,Insulin-like growth factor-1 (IGF-1),1500,1725
75,1,1776,Insulin-like growth factor binding protein 3 (IGF- BP3),1650,1898
75,1,1777,Sex hormone binding globulin,1080,1242
75,1,1778,USG guided FNAC thyroid gland,387,445
75,1,1779,Estradiol (E2),208,239
75,1,1780,Thyroglobulin antibody,360,414
76,1,TREATMENT PROCEDURE & INVESTIGATIONS: UNSPECIFIED,,,,
76,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST,Non NABH/Non NABL Rate in Rupee,NABH/NABL rates in Rupee,Existing CGHS Specialties mentioned in the CGHS rate list mapped by Pathologist
76,1,1781,"Kappa Lambda Light Chains, Free, Serum/ Serum free light chains (SFLC)",3500,4025,LABORATORY MEDICINE / CLINICAL PATHOLOGY
76,1,1782,Serum IGE Level,300,345,LABORATORY MEDICINE / CLINICAL PATHOLOGY
76,1,1783,NT-Pro BNP,1800,2070,Cardiology
76,1,1784,CECT Chest/ CECT Thorax,2445,2875,Computed Tomography (CT) Scan
76,1,1785,MRI-Prostate (Multi-parametric) (Including CD),6000/- including CD,6900 Including CD,MRI
76,1,1786,HCV RNA Quantitative,1500,1725,LABORATORY MEDICINE / BLOOD BANK
76,1,1787,Tacrolimus,2300,2645,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1788,"Protein Creatinine Ratio (PCR), Urine / Albumen Creatinine Ratio (ACR), Urine",120,138,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1789,Fibroscan Liver,1000,1150,Gastro or Hepatobiliary
76,1,1790,HLA B27 (PCR),500,575,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1791,Mantoux Test,175,200,LABORATORY MEDICINE / CLINICAL PATHOLOGY
76,1,1792,Procalcitonin,1800,2070,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1793,TORCH Test,1120,1288,LABORATORY MEDICINE / CLINICAL PATHOLOGY
76,1,1794,Intracoronary Optical Coherence Tomography (OCT)/ Intravascular Optical Coherence Tomography (IVOCT)/ Intravascular Ventricular Assist System,65000,65000,Cardiology
76,1,1795,Fractional Flow Reserve (FFR) (inclusive of cost of wire),30000,300000,Cardiology
76,1,ADDED W.E.F. 05.06.2020,,,,
76,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST,Non- NABH/Non- NABL Rates,NABH/L Rates,Specialties under which to be included
76,1,1796,Anti –Smooth Muscle Antibody Test (ASMA),1241,1460,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1797,C ANCA-IFA,1275,1500,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1798,P ANCA-IFA,1275,1500,LABORATORY MEDICINE / BIO-CHEMISTRY
76,1,1799,Angiotensin converting enzyme (ACE),850,1000,LABORATORY MEDICINE / BIO-CHEMISTRY
77,1,1800,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) -Using New Needle,15614,18370,Pulmonary
77,1,1801,Extractable Nuclear Antigens (ENA) - Quantitative,3910,4600,LABORATORY MEDICINE / BIO-CHEMISTRY
77,1,1802,Chromogranin A,4250,5000,Name of Investigation/ Tumour Marker
77,1,1803,Faecal calprotectin (fecal calprotectin),2320,2730,LABORATORY MEDICINE / BIO-CHEMISTRY
77,1,1804,C3-COMPLEMENT,552,650,LABORATORY MEDICINE / BIO-CHEMISTRY
77,1,1805,C4-COMPLEMENT,552,650,LABORATORY MEDICINE / BIO-CHEMISTRY
77,1,1806,Genexpert Test,880,1035,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1807,DJ stent removal,7395,8700,Treatment procedure urology
77,1,1808,Pulmonary Function Test (PFT) / (Spirometry with DLCO),425,500,Name of Investigation/ Pulmonary
77,1,1809,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),12750,15000,LIST OF PROCEDURES/ TESTS IN / GASTROENTEROLOGY / ENDOSCOPIC /PROCEDURES
77,1,1810,CT Urography,3825,4500,Computed Tomography (CT) Scan
77,1,1811,Video Laryngoscopy,5100,6000,Treatment procedure ENT
77,1,1812,CT Angio-Neck Vessels,5100,6000,Computed Tomography (CT) Scan
77,1,1813,H1N1 (RT-PCR),921,1084,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1814,Erythropoietin Level (Select CGHS rate code 1557 for approved rate),See code 1557,See code 1557,LABORATORY MEDICINE / BIO-CHEMISTRY
77,1,1815,Anti HEV IgM,850,1000,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1816,Anti HAV IgM,637,750,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1817,HBsAg Quantitative,552,650,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1818,Typhidot IgM,340,400,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1819,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),408,480,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,1820,Anti HBs,552,650,LABORATORY MEDICINE / CLINICAL PATHOLOGY
77,1,"ADDED vide clause 2,5, & 6 of OM F.No. S-11045/36/2012-CGHS (HEC) dated 26.11.2014",,,,
77,1,1821,Free Triiodothyronine (FT3),106,125,HORMONES
78,1,1822,Free Thyroxine (FT4),106,125,HORMONES
78,1,1823,Widal Test,60,70,LABORATORY MEDICINE / CLINICAL PATHOLOGY
78,1,1824,Dengue Serology,510,600,LABORATORY MEDICINE / CLINICAL PATHOLOGY
78,1,1825,Blood component charges - Whole Blood per Unit,1450,1450,LABORATORY MEDICINE / BLOOD BANK
78,1,1826,Blood component charges - Packed Red Cell per Unit,1450,1450,LABORATORY MEDICINE / BLOOD BANK
78,1,1827,Blood component charges - Fresh Frozen Plasma,400,400,LABORATORY MEDICINE / BLOOD BANK
78,1,1828,Platelet Concentrate- Random Donor Platelet (RDP),400,400,LABORATORY MEDICINE / BLOOD BANK
78,1,1829,Blood component charges - Cryoprecipitate,200,200,LABORATORY MEDICINE / BLOOD BANK
78,1,1830,Platelet Concentrate – Single Donor Platelet (SDP)- Apheresis per unit,11000,11000,LABORATORY MEDICINE / BLOOD BANK
78,1,1831,"CCS Group A Officer of above 40 years of age –Male, Annual Health Check up",2000,2000,OTHERS
78,1,1832,"CCS Group A Officer of above 40 years of age –female, Annual Health Check up",2200,2200,OTHERS
78,1,ADDED W.E.F. 07.02.2021,,,,
78,1,1833,Interleukin 6 (IL6/ IL 6),1360,1600,LABORATORY MEDICINE / BIO-CHEMISTRY
78,1,1834,High resolution computed Tomography (HRCT Chest),1700,2000,Computed Tomography (CT) Scan
78,1,1835,Fluid air exchange (per eye),4250 per eye,5000,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1836,C3F8 GAS Injection (per eye),4250 per eye,5000,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1837,Diurnal variation of IOP (per eye),1275 per eye,1500,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1838,Silicone oil injection (per eye),4250 per eye,5000,TREATMENT PROCEDURE OPTHALMOLOGY
78,1,1839,Epiretinal Membrane (ERM) Peeling (per eye),5950 per eye,7000,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1840,Epiretinal Membrane (ERM) Removal (per eye),2550 per eye,3000,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1841,Internal limiting membrane (ILM) peeling (per eye),2550 per eye,3000,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1842,Punctoplasty (per eye),5525 per eye,6500,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1843,Punctal plug(Collagen/silicone) (per eye),3400 per eye,4000,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1844,Laser Trabeculoplasty Gonioplasty (both eyes),13600 both eye,16000 both eye,TREATMENT PROCEDURE OPHTHALMOLOGY
78,1,1845,Eye laser pulse therapy (per eye),2975 per eye,3500,TREATMENT PROCEDURE OPHTHALMOLOGY
79,1,1846,Glaucoma valve/Glaucoma Ahmed valve,12750,15000,TREATMENT PROCEDURE OPHTHALMOLOGY
79,1,1847,Malyugin Ring,8500,"10,000",TREATMENT PROCEDURE OPHTHALMOLOGY
79,1,1848,Globe exploration (eye surgery),8500,"10,000",TREATMENT PROCEDURE OPHTHALMOLOGY
79,1,1849,Scleral Fixation Tissue glue,7140,8400,TREATMENT PROCEDURE OPHTHALMOLOGY
79,1,1850,Fibro optic Nasal Endoscopy,1955,2300,TREATMENT PROCEDURE ENT
79,1,1851,Video Stroboscopy,4675,5500,TREATMENT PROCEDURE ENT
79,1,1852,Video Bronchoscopy with BAL,8500,"10,000",TREATMENT PROCEDURE ENT/ PULMONOLOGY
79,1,1853,Sleep deprived EEG (Rate shall be the same CGHS rate of EEG/Video EEG) Select CGHS rate code 1716,See code 1716,See code 1716,NEUROLOGICAL INVESTIGATIONS AND PROCEDURES
79,1,NEW PROCEUDRES ADDED W.E.F. 19.12.2023,,,,
79,1,1,TAVI/ TAVR Implant,1284000,1284000,
79,1,2,TAVI/ TAVR Procedure cost,85000,100000,
79,1,3,IVL (Coronary intra Vascular Lithotripsy/ Short wave Lithotripsy) including GST,268000,268000,
